0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.999997415391562451e-09 1.372899825785460770e+01 -3.469117560106407122e-02 -6.095160955697846994e-01 -1.000000167161290086e-08 6.600162729017823082e+00 -1.280491271708928069e+00 8.690245713126998339e-01 -1.000000605094807933e-08 3.794272532047519242e+00 -4.513168406936273747e-01 -3.736896917730163636e-01 -9.999998277188446177e-09 2.439528706417050774e+00 -3.928885297963091716e-01 -3.813088013113534736e-01 -9.999998655323812783e-09 1.236951150885243544e+00 2.311478668332513087e-01 -7.540665544806919307e-01 -1.000000004035451594e-08 1.212935078199456562e+00 4.183011557173705319e-01 1.012490673066204216e-01 -9.999999990889133503e-09 1.015186353089572391e+00 -4.648460166392088255e-01 4.597944195236536302e-01 -9.999999563288384464e-09 1.273054563846927500e+00 -2.440662031255439179e-01 -6.423618046934613801e-01 -9.999999995801320755e-09 1.025768950653690226e+00 9.329102548090126290e-02 -8.486276225721045563e-02 -1.000000009091912876e-08 6.756082106349434735e-01 -2.517933445074992393e-01 -3.962309845519484952e-01 -9.999999934278751882e-09 6.412777234472637478e-01 4.065087747715097066e-01 -1.029911107797403247e-01 -9.999999943622213505e-09 6.261567374270426978e-01 -1.513129359188315759e-01 1.345630825704970945e+00
-1.000000049224204215e-08 1.353323409686177392e+01 -1.989570861301865889e-01 -1.442598978433486057e+00 -9.999998732643286388e-09 4.032642305426601403e+00 -4.970806086878830077e-01 5.265963409844731657e-01 -9.999992465120097567e-09 1.996062242456582370e+00 1.197098513562645933e-01 6.229933559675946420e-01 -1.000000024087079085e-08 2.496219121160727639e+00 3.720914381117604308e-02 -6.339849950910991794e-01 -9.999999201869621699e-09 2.362622754283205229e+00 -4.949278386934179985e-01 4.387646167272230002e-02 -1.000000140555758731e-08 1.588499467120500608e+00 3.855781254118826884e-01 1.667722895987129306e-01 -9.999999528652247721e-09 1.242302104489104497e+00 -7.522472838127786110e-01 3.776866343105322876e-01 -9.999999712991164456e-09 1.309997906458421735e+00 -7.177444931678002016e-01 -9.805825633571130240e-02 -1.000000000416286274e-08 1.261269121413452377e+00 -3.620554437972228201e-01 -6.575636106897944089e-01 -1.000000025762887449e-08 1.093339053376668923e+00 -3.924645447332444914e-01 -4.436852629985814644e-01 -9.999999988452160157e-09 7.667036510675541150e-01 1.259922215678186130e-01 -6.465605399658498342e-01 -9.999999888951039370e-09 8.441806579751448547e-01 1.856527659437119948e-01 3.705117877545469618e-01
-1.000001462029211014e-08 1.255280695676131764e+01 -4.954841209208041830e-01 -1.123289903993488048e+00 -9.999999879515816948e-09 8.659932997561464063e+00 -1.743616508320251723e+00 2.271949677685461744e+00 -9.999991467943724591e-09 3.579040735539653628e+00 5.013758525118456877e-01 1.086317866986022729e+00 -9.999998468879503014e-09 2.327662678728982470e+00 3.224243420533173254e-01 -1.474103946006857235e-01 -9.999999185393186440e-09 1.269939062405435415e+00 2.417293086190912266e-01 -4.504310030878233562e-02 -1.000000120805160462e-08 1.560752825605964844e+00 3.831437629345437745e-01 -3.433361519664339667e-01 -9.999999679862264940e-09 1.219333162329462983e+00 -9.437860449625476433e-02 -7.405460202320135465e-02 -1.000000191523568170e-08 1.275855503068354491e+00 8.699417302437831290e-02 6.379262282637365722e-01 -9.999999821672264543e-09 9.954697790565806281e-01 1.190654666118236449e+00 1.513122682091599280e+00 -1.000000009036489459e-08 8.041756561012844973e-01 4.052900973515417005e-01 -1.940313467227103850e-01 -9.999999969080026962e-09 6.362957443262236001e-01 5.649207083464653500e-01 1.111351878088924217e+00 -1.000000010715818469e-08 5.832594766562517741e-01 -2.053532968272302472e-01 9.738266759397813388e-01
-9.999994827265052755e-09 1.603094099674227380e+01 -3.535337980947624303e-01 -1.311530105908554455e+00 -1.000000145899725329e-08 4.522711372016380516e+00 -8.281102900837590541e-02 -7.886538095655288849e-01 -1.000000706438994659e-08 2.569029827576136071e+00 -1.185361600282364425e-01 8.671369310869523339e-01 -1.000000378799844288e-08 1.998059723022745482e+00 5.919792494160663887e-02 -2.593018625926717391e-01 -9.999999722115009626e-09 2.299507616031490453e+00 -4.755123355977156629e-01 -1.568480246590620020e-01 -9.999999376712291589e-09 2.032340501582362791e+00 1.365985518060519877e-01 -1.120410153664121999e-01 -1.000000058068748211e-08 1.260468543870757241e+00 1.482515591344745094e-02 1.173376353634170144e-02 -1.000000049186964047e-08 1.538171027706363603e+00 -7.012089726328310513e-02 -4.641022942526413786e-01 -1.000000035370855293e-08 1.434165713194143432e+00 7.651179684686934546e-02 -6.884959016076650506e-01 -1.000000006751772932e-08 1.164372530477340462e+00 -1.814926319274615951e-01 -4.360893942610326590e-01 -1.000000020567881686e-08 8.746476932440180319e-01 2.985631660586353098e-01 9.033297558519093329e-02 -1.000000001817448341e-08 8.226719545469860506e-01 1.774264123670436788e-01 2.439233518285046642e-01
-9.999970779876155670e-09 1.293539986658598195e+01 -7.812013908167246834e-01 -7.009648698911457032e-01 -9.999999803740446355e-09 3.947484675337448845e+00 -6.356965882577243487e-01 -3.286424018139348924e-01 -9.999999743524960162e-09 1.572475517543692636e+00 1.393638465593526110e+00 2.760170088737778471e+00 -1.000000191128245982e-08 1.674814070390222120e+00 2.386063131333265863e-01 -8.538366331312428059e-01 -1.000000001073117973e-08 1.576295881379474961e+00 -2.358281371589909248e-01 -3.593044922527743879e-01 -1.000000302526895275e-08 1.488557170220211168e+00 -1.408883038592571024e-01 3.781231183324029743e-01 -9.999999924171418742e-09 9.879519518136004042e-01 2.577062759015193161e-02 -3.683402916836007179e-01 -1.000000029675473915e-08 1.023013544501519156e+00 -3.564936505635260544e-02 -9.426991765805485812e-01 -9.999999993795574860e-09 7.317108498017562690e-01 -1.412958492426625023e-01 5.795638280869250814e-01 -1.000000002954851958e-08 7.187923267319571430e-01 1.406453220643783808e-01 -6.943752601496178123e-01 -9.999999981093870793e-09 5.501643879932878178e-01 8.545626193965304152e-02 1.099070199317242036e+00 -9.999999897827143946e-09 8.131973537040724231e-01 -2.395021792154218288e-01 -4.979916026669979345e-01
-9.999997906283574493e-09 1.378879468165236055e+01 -2.344094224091978207e-01 -1.339003723490441056e+00 -1.000000234717567299e-08 3.944540574181815806e+00 -4.261472578647949594e-01 -3.749131637953011520e-01 -9.999995902947805908e-09 3.515005125615370041e+00 5.043797756602268478e-01 -5.571643435520945431e-02 -9.999999139864712230e-09 2.086445477964141038e+00 -1.060002635683132688e-01 -2.148651673425483466e-01 -9.999998399716030249e-09 1.999475165823422440e+00 -4.648713949765639897e-02 -4.163720951536622472e-01 -1.000000023528476408e-08 1.216551672171454213e+00 2.674823169941406564e-02 -2.459199000465543961e-01 -9.999999899750694558e-09 1.849591782182677280e+00 -1.186927300886565229e-01 -6.653776906840538352e-01 -1.000000009465651440e-08 1.343059585714603488e+00 -4.494048962792036028e-01 -5.411316725921531123e-01 -9.999999944776405083e-09 1.131183779827620528e+00 2.238536313384541579e-02 -1.705727025446912570e-01 -1.000000018840868030e-08 6.765400457142191071e-01 -9.110172440651755077e-02 1.062609734493618063e-01 -9.999999970064818569e-09 7.366314254671281203e-01 -6.039301484141569587e-02 -8.906559678264693858e-01 -1.000000003051029406e-08 7.777071378377860000e-01 -2.052446460560454766e-01 -6.392260606198352235e-01
-9.999995867011026913e-09 9.822247742889123501e+00 -6.808030606502514237e-01 -4.099821372620282567e-01 -1.000000258700246575e-08 3.695413319332596203e+00 -8.215512355596754634e-01 1.231072844111928077e+00 -9.999998984014537684e-09 2.934261205605053213e+00 2.724199342711616095e-02 -5.938565701898301796e-01 -9.999999335934287512e-09 2.683475629848302013e+00 -4.560890729702726798e-02 -1.317815117838006866e+00 -1.000000130500908712e-08 2.695867980862785007e+00 -2.445705380242399821e-02 -1.206620967351764495e+00 -9.999999118079203497e-09 1.292270593286304559e+00 2.279464025020918605e-01 -2.997474411995098009e-01 -1.000000071009712616e-08 1.816673762186675756e+00 -3.803522960550017595e-01 -5.533689555439513796e-01 -9.999999260522912785e-09 1.362955194284700244e+00 -2.271896858387297546e-01 -1.205450104439122372e+00 -1.000000003139474866e-08 1.089927048288378053e+00 -2.273499008357759976e-01 -7.462335600757734611e-01 -1.000000006491091594e-08 7.560379476115201003e-01 -3.292153567710626172e-02 -8.295367990957638327e-01 -9.999999947604332111e-09 6.615579316933659637e-01 7.731568812641395616e-02 -7.150419331141719681e-01 -9.999999997878581377e-09 6.504670217446385516e-01 -5.029064930768968322e-01 -3.558319524850213078e-01
-1.000000352256581104e-08 1.206438600620934487e+01 -6.394807258593952770e-02 -1.185412455943209098e+00 -1.000000017403108019e-08 8.952748317541017187e+00 -1.023621526472428434e+00 3.984773733604578538e-01 -9.999997050093188609e-09 2.277549644690707087e+00 4.347432420360212296e-02 -4.967158450658812896e-01 -1.000000008215055270e-08 2.461674824649711546e+00 -1.088083179086308111e-01 -2.980175716818238563e-01 -1.000000008725502636e-08 1.671607562005980929e+00 1.311159950947776986e-01 -2.380578739997267768e-01 -1.000000074573213147e-08 1.497941600082205671e+00 -1.647328143398184980e-02 -3.304100455512224421e-01 -1.000000098053791971e-08 1.393000293433993564e+00 -1.575909650026521835e-01 -6.437021802824371974e-01 -1.000000027356831568e-08 1.291743261965263345e+00 -3.284013426480627551e-01 -1.096205055469750000e-01 -1.000000001579239515e-08 9.072144428192255861e-01 -2.802422313806029464e-01 -8.089698548208894557e-01 -1.000000019189673716e-08 9.635523978212000573e-01 1.904000789426569251e-01 -4.370940173511175253e-01 -1.000000004131476344e-08 7.243377106813858601e-01 8.336611391308286489e-02 -7.738515832352410584e-02 -9.999999729941870336e-09 9.241547389225572839e-01 2.227481428030858024e-01 -6.036928987328962215e-01
-1.000000598889339510e-08 1.527380267610873510e+01 -1.853172679875925988e-01 -1.215061874759113536e+00 -1.000000697762031499e-08 7.486034035064983883e+00 -1.693930790512933715e+00 2.708366373683466222e+00 -9.999996277584069483e-09 3.216460398410927457e+00 1.362897169625659100e+00 2.745853148996754811e+00 -9.999997601472657213e-09 2.008795062209976390e+00 -2.095941343773388005e-02 1.208334816903107622e+00 -9.999997752295408321e-09 1.519001665555795633e+00 1.536978039334044588e-01 -4.143421231762327572e-01 -9.999999076183996051e-09 1.605909422324150126e+00 -2.103970261412040632e-01 4.800003376286587908e-02 -9.999999918277685740e-09 1.197172129528272233e+00 -3.881509879791679163e-01 1.251982842766912185e-01 -1.000000076037137708e-08 1.148170941700595415e+00 -6.439195552585806614e-02 -5.755464631911184625e-01 -9.999999997878581377e-09 1.293588016421414855e+00 -7.189887161181054420e-01 -3.518640545470685943e-01 -9.999999855434873744e-09 7.216580290760760130e-01 -1.755193276614631578e-02 -1.566779227350862946e-01 -1.000000007119519730e-08 6.277215136201359513e-01 2.796959864138006679e-01 2.121665777997083779e-02 -9.999999932941008926e-09 8.011236947831967825e-01 5.384418424023695859e-01 -1.977733100866778670e-01
